ticker,date,ret,ret_raw,rs,tier,is_vcp,dist
FRPT,2024-12-19,-8.0,-39.02,70,B,False,-9.8
FRPT,2025-01-23,-8.0,-52.46,78,B,False,-0.4
COIN,2023-10-30,74.18,74.18,97,C,False,-33.2
COIN,2023-11-29,-8.0,60.98,99,A,False,-0.4
COIN,2023-12-29,-8.0,41.35,99,B,False,-6.7
COIN,2024-01-31,-8.0,63.88,99,C,False,-31.2
COIN,2024-03-01,9.79,9.79,99,A,False,0.0
COIN,2024-04-02,-8.0,-7.46,99,C,False,-12.1
COIN,2024-05-31,-8.0,-18.84,99,C,False,-19.2
COIN,2024-07-02,-8.0,-27.47,99,C,False,-18.7
COIN,2024-08-01,-8.0,-0.42,99,C,False,-24.0
COIN,2024-10-30,-8.0,34.32,99,C,False,-24.3
COIN,2024-11-29,-8.0,-24.9,99,B,False,-9.0
COIN,2025-07-07,-8.0,6.42,99,A,False,-4.8
HOOD,2023-12-14,-8.0,50.62,78,B,False,-7.9
HOOD,2024-02-15,33.38,33.38,98,A,False,0.0
HOOD,2024-03-18,-8.0,22.19,99,A,True,0.0
HOOD,2024-05-16,-8.0,11.62,99,C,False,-11.1
HOOD,2024-06-17,-8.0,1.75,99,B,False,-6.1
HOOD,2024-07-18,-8.0,17.96,99,B,False,-7.3
HOOD,2024-08-16,61.26,61.26,99,C,False,-18.9
HOOD,2024-09-17,90.81,90.81,99,B,False,-8.1
HOOD,2024-10-16,-8.0,78.8,99,A,False,-0.3
HOOD,2024-11-14,83.83,83.83,99,A,False,-2.4
HOOD,2024-12-16,-8.0,1.06,99,A,False,0.0
HOOD,2025-01-17,-8.0,-17.24,99,A,False,0.0
HOOD,2025-02-19,-8.0,9.59,99,B,False,-9.3
HOOD,2025-03-20,-8.0,79.8,99,C,False,-33.1
HOOD,2025-05-20,62.29,62.29,99,A,False,-0.6
HOOD,2025-07-22,33.33,33.33,99,B,False,-7.2
HOOD,2025-08-20,8.51,8.51,99,B,False,-8.4
HOOD,2025-09-19,-8.0,-6.11,99,A,False,0.0
PYPL,2020-10-16,-8.0,20.93,96,A,True,-3.0
PYPL,2020-11-16,51.51,51.51,83,B,False,-9.9
PYPL,2021-01-19,-8.0,6.95,99,A,False,0.0
PYPL,2021-02-18,-8.0,-15.88,99,A,False,-4.6
PYPL,2021-05-19,9.9,9.9,74,C,False,-19.7
GS,2021-02-18,16.1,16.1,73,B,False,-0.9
GS,2021-03-19,1.69,1.69,92,A,False,-1.3
GS,2021-04-20,10.28,10.28,79,B,False,-4.9
GS,2021-05-19,11.65,11.65,88,B,False,-3.4
GS,2021-06-18,12.77,12.77,79,C,False,-10.9
GS,2021-07-20,13.97,13.97,73,B,False,-6.8
GS,2021-08-18,1.57,1.57,84,B,False,-3.9
GS,2021-09-17,2.05,2.05,81,B,False,-6.3
GS,2021-10-18,-8.0,-13.88,86,B,False,-1.0
GS,2021-12-16,-8.0,-12.57,70,B,False,-5.8
GS,2024-11-19,8.23,8.23,72,B,False,-3.5
GS,2025-01-23,-8.0,-14.3,75,B,False,0.0
GS,2025-02-24,-8.0,-3.93,76,B,False,-6.9
GS,2025-03-25,-8.0,14.89,71,C,False,-12.4
GS,2025-06-25,18.93,18.93,74,B,False,0.0
GS,2025-07-25,3.54,3.54,73,A,True,0.0
GS,2025-08-25,5.33,5.33,71,A,True,-1.1
GS,2025-09-24,14.35,14.35,76,B,False,-1.7
MS,2021-01-19,-8.0,3.6,77,B,False,-1.9
MS,2021-03-19,1.82,1.82,99,A,False,-1.7
MS,2021-04-20,19.95,19.95,85,B,False,-8.4
MS,2021-05-19,18.54,18.54,90,A,False,-2.3
MS,2021-06-18,21.89,21.89,76,C,False,-10.5
MS,2021-07-20,10.65,10.65,76,B,False,-1.7
MS,2021-08-18,0.13,0.13,86,B,False,-3.3
MS,2021-09-17,-0.74,-0.74,84,A,True,-3.5
MS,2021-10-18,-6.66,-6.66,87,B,False,-3.8
MS,2021-11-16,1.16,1.16,72,B,False,-3.9
MS,2024-11-19,-8.0,-1.06,74,B,False,-1.4
MS,2025-01-23,-8.0,-15.55,74,B,False,-0.1
MS,2025-02-24,-8.0,-2.22,75,B,False,-7.9
MS,2025-03-25,-8.0,10.88,70,C,False,-11.3
MS,2025-06-25,15.43,15.43,70,B,False,-1.6
MS,2025-08-25,7.78,7.78,70,B,False,-0.6
MS,2025-09-24,14.39,14.39,72,B,False,-1.8
BAC,2021-04-20,-0.61,-0.61,72,B,False,-4.9
BAC,2021-05-19,-8.0,-2.4,81,A,True,-1.8
BAC,2021-10-18,0.44,0.44,82,B,False,-0.2
AXP,2021-05-19,5.06,5.06,70,B,False,-2.7
AXP,2021-07-20,4.97,4.97,75,B,False,-2.7
AXP,2021-08-18,11.87,11.87,71,B,False,-6.6
AXP,2021-10-18,-8.0,-5.79,71,B,False,0.0
AXP,2022-02-16,-8.0,-21.09,75,B,False,0.0
AXP,2024-04-22,6.28,6.28,72,B,False,0.0
AXP,2024-09-20,9.24,9.24,71,B,False,0.0
AXP,2024-11-19,3.74,3.74,72,B,False,-3.3
AXP,2024-12-19,-8.0,-4.48,72,B,False,-4.1
AXP,2025-01-23,-8.0,-17.69,78,B,False,0.0
SCHW,2021-01-19,-8.0,7.88,76,B,False,-3.2
SCHW,2021-02-18,15.28,15.28,80,B,False,0.0
SCHW,2021-04-20,6.95,6.95,78,B,False,-6.5
SCHW,2021-05-19,1.35,1.35,90,A,False,-2.8
SCHW,2021-06-18,1.1,1.1,83,B,False,-8.1
SCHW,2021-07-20,18.85,18.85,81,C,False,-10.6
SCHW,2021-10-18,14.67,14.67,89,B,False,-0.4
SCHW,2021-11-16,9.42,9.42,71,A,True,-1.9
SCHW,2021-12-16,-8.0,7.51,70,B,False,0.0
SCHW,2022-01-18,-8.0,-16.38,74,B,False,-3.5
SCHW,2022-02-16,-8.0,-28.95,70,B,False,-6.3
SCHW,2025-07-25,-2.26,-2.26,70,B,False,0.0
SCHW,2025-08-25,-5.64,-5.64,70,B,False,-2.5
COST,2021-12-16,-8.0,1.73,71,B,False,-2.3
COST,2022-03-18,-8.0,-20.3,82,B,False,-1.0
COST,2022-04-19,-8.0,-11.65,83,B,False,-2.3
COST,2022-07-20,-8.0,-9.56,77,C,False,-13.6
COST,2022-08-18,-8.0,-6.4,73,B,True,-7.4
COST,2024-05-21,10.21,10.21,73,A,True,0.0
COST,2024-06-21,7.07,7.07,72,A,True,-2.6
BKNG,2023-03-21,2.82,2.82,76,B,False,-4.9
BKNG,2023-05-19,-8.0,10.37,72,B,False,-0.6
BKNG,2023-07-21,-4.72,-4.72,73,B,False,-2.0
BKNG,2023-08-21,-8.0,2.73,74,B,False,-5.9
BKNG,2023-09-20,-8.0,14.55,75,B,False,-5.4
BKNG,2023-10-19,25.88,25.88,70,C,False,-14.1
BKNG,2023-11-17,19.32,19.32,71,B,False,-3.3
BKNG,2023-12-19,4.04,4.04,81,B,False,0.0
BKNG,2024-11-19,1.62,1.62,70,B,False,-1.7
BKNG,2025-08-25,-8.0,-16.26,70,B,False,-1.9
MELI,2020-10-16,50.48,50.48,99,A,False,0.0
MELI,2020-11-16,47.02,47.02,99,C,False,-13.4
MELI,2020-12-16,-8.0,-13.22,99,A,True,0.0
MELI,2021-01-19,-8.0,-19.85,99,A,False,0.0
MELI,2023-03-21,-0.78,-0.78,85,C,False,-28.6
MELI,2023-05-19,-8.0,-6.28,89,B,False,-3.4
MELI,2023-06-21,-8.0,9.53,95,B,False,-9.6
MELI,2023-12-19,-8.0,-4.56,88,B,False,-1.3
MELI,2024-01-22,-8.0,-22.1,82,B,False,0.0
MELI,2024-02-21,-8.0,1.97,74,B,False,-3.2
MELI,2024-09-20,-8.0,-20.81,72,B,False,-1.7
MELI,2024-10-21,-8.0,-12.94,83,B,False,-1.8
MELI,2025-03-25,-8.0,15.94,72,B,False,-3.0
MELI,2025-06-25,-8.0,-1.16,90,A,False,-2.5
SHOP,2020-11-16,50.62,50.62,99,C,False,-19.0
SHOP,2021-02-18,-8.0,-15.47,99,B,False,-6.1
SHOP,2021-05-19,27.24,27.24,70,C,False,-20.6
SHOP,2021-06-18,1.32,1.32,72,B,False,-0.5
SHOP,2021-11-16,-8.0,-55.42,85,B,False,0.0
SHOP,2023-07-21,-8.0,-20.95,96,C,False,-29.1
SHOP,2023-08-21,-8.0,26.72,80,C,False,-30.9
SHOP,2023-09-20,-8.0,37.53,85,C,False,-19.0
SHOP,2023-11-17,10.61,10.61,83,B,False,-2.9
SHOP,2023-12-19,-8.0,1.58,96,A,False,0.0
SHOP,2024-01-22,-8.0,-12.1,99,A,False,-1.4
SHOP,2024-02-21,-8.0,-24.57,82,C,False,-16.7
SHOP,2024-04-22,-8.0,-11.18,79,C,False,-22.2
SHOP,2024-11-19,10.41,10.41,84,B,False,-9.1
SHOP,2024-12-19,-8.0,2.57,75,C,False,-10.4
SHOP,2025-02-24,-8.0,-12.1,84,C,False,-10.7
SHOP,2025-03-25,-8.0,3.71,79,C,False,-15.1
SHOP,2025-05-23,38.44,38.44,85,C,False,-21.5
SHOP,2025-09-24,13.91,13.91,89,B,False,-5.3
UBER,2020-11-16,19.89,19.89,82,B,False,0.0
UBER,2020-12-16,13.05,13.05,85,B,False,-8.0
UBER,2021-01-19,-8.0,-1.46,94,B,False,-5.2
UBER,2021-02-18,-8.0,-16.15,91,B,False,-6.6
UBER,2021-04-20,-8.0,-16.51,89,C,False,-12.2
UBER,2023-05-19,13.91,13.91,88,C,False,-11.8
UBER,2023-06-21,9.12,9.12,99,A,False,-2.2
UBER,2023-07-21,-8.0,-9.55,99,A,False,-0.4
UBER,2023-10-19,51.1,51.1,83,C,False,-13.6
UBER,2023-11-17,40.41,40.41,87,B,False,0.0
UBER,2023-12-19,29.19,29.19,99,A,False,-1.0
UBER,2024-02-21,-8.0,-16.31,99,B,False,-6.1
UBER,2024-03-21,-8.0,-12.51,99,A,False,-1.4
UBER,2024-04-22,-2.12,-2.12,99,C,False,-15.2
UBER,2024-05-21,-8.0,14.87,72,C,False,-21.4
UBER,2024-10-21,-8.0,-15.11,74,B,False,-6.8
UBER,2025-05-23,8.44,8.44,72,B,False,-5.1
UBER,2025-06-25,7.57,7.57,74,B,False,-1.7
ABNB,2023-08-01,-8.0,-21.46,79,C,False,-20.2
ABNB,2024-01-31,8.34,8.34,76,B,False,-6.0
ABNB,2024-03-01,-8.0,-9.26,79,B,False,0.0
DUOL,2023-03-15,25.98,25.98,95,C,False,-34.6
DUOL,2023-05-15,-8.74,-8.74,99,A,False,-3.1
DUOL,2023-06-14,-8.0,2.05,99,B,False,-7.3
DUOL,2023-07-17,-8.0,1.02,99,B,False,-5.1
DUOL,2023-09-14,-8.0,47.5,92,B,False,-5.4
DUOL,2023-10-13,-8.0,31.4,87,B,False,-8.8
DUOL,2023-11-13,-8.0,-11.14,99,A,False,0.0
DUOL,2023-12-13,-8.0,-7.18,99,A,True,0.0
DUOL,2024-02-14,-8.0,-6.47,99,C,False,-21.4
DUOL,2024-03-15,-8.0,-7.95,99,C,False,-10.3
DUOL,2024-08-15,59.84,59.84,96,C,False,-18.7
DUOL,2024-09-16,44.47,44.47,87,B,False,-6.0
DUOL,2024-11-13,36.47,36.47,99,A,False,-1.1
DUOL,2024-12-13,-8.0,-10.93,89,B,False,-9.4
DUOL,2025-01-16,-8.0,-4.48,95,B,False,-8.4
DUOL,2025-02-18,-8.0,17.86,99,A,False,0.0
DUOL,2025-05-19,-8.0,-34.52,99,A,False,-3.8
DUOL,2025-06-18,-8.0,-39.49,99,C,False,-11.5
ELF,2020-10-16,-8.0,14.22,82,B,False,-3.5
ELF,2020-11-16,13.36,13.36,80,B,False,0.0
ELF,2021-01-19,-8.0,23.16,86,B,False,-4.8
ELF,2021-04-20,-8.0,-11.94,99,A,False,-1.1
ELF,2021-05-19,-8.0,-2.49,81,B,False,-7.0
ELF,2022-08-18,37.74,37.74,99,A,True,0.0
ELF,2022-09-19,39.08,39.08,98,A,False,-2.4
ELF,2022-10-18,25.83,25.83,99,A,False,0.0
ELF,2022-11-16,39.17,39.17,99,A,False,0.0
ELF,2022-12-16,-8.0,35.23,99,A,True,-2.4
ELF,2023-01-19,81.03,81.03,99,B,False,-9.3
ELF,2023-03-21,50.01,50.01,99,A,False,-1.2
ELF,2023-04-20,-8.0,17.09,99,A,False,0.0
ELF,2023-05-19,32.89,32.89,99,B,False,-7.1
ELF,2023-06-21,-5.22,-5.22,99,A,False,0.0
ELF,2023-07-21,-8.0,-6.18,99,B,False,-6.6
ELF,2023-08-21,-8.0,-5.45,99,C,False,-11.0
ELF,2023-09-20,-8.0,44.37,99,C,False,-23.8
ELF,2023-10-19,-8.0,46.93,99,C,False,-24.5
ELF,2023-11-17,52.71,52.71,99,C,False,-18.6
ELF,2023-12-19,-8.0,35.91,99,A,False,0.0
ELF,2024-01-22,4.94,4.94,99,B,False,-6.1
ELF,2024-02-21,-8.0,-7.75,99,A,False,-1.7
ELF,2024-03-21,-8.0,-0.68,99,A,False,-4.6
ELF,2024-04-22,9.89,9.89,84,C,False,-25.7
ELF,2024-05-21,-8.0,7.01,85,C,False,-26.9
CELH,2020-10-16,232.44,232.44,99,C,False,-17.5
CELH,2020-11-16,-8.0,72.4,99,A,False,0.0
CELH,2021-01-19,-8.0,-20.37,99,A,False,0.0
CELH,2021-03-19,41.47,41.47,99,C,False,-33.6
CELH,2021-05-19,26.57,26.57,99,C,False,-23.0
CELH,2021-06-18,42.63,42.63,99,C,False,-20.2
CELH,2021-07-20,41.82,41.82,99,C,False,-20.0
CELH,2021-08-18,17.22,17.22,99,C,False,-17.2
CELH,2021-09-17,-8.0,-31.7,99,A,False,-3.1
CELH,2021-10-18,-8.0,-48.91,99,B,False,-5.7
CELH,2021-11-16,-8.0,-24.65,99,C,False,-26.4
CELH,2022-08-18,-8.0,-2.19,99,B,False,-5.1
CELH,2022-11-16,-8.0,-5.79,99,C,False,-13.3
CELH,2022-12-16,-8.0,-18.01,99,B,False,-8.0
CELH,2023-01-19,-8.0,-7.96,99,C,False,-17.3
CELH,2023-02-17,-8.0,38.83,93,C,False,-19.8
CELH,2023-05-19,34.82,34.82,99,A,False,-1.3
CELH,2023-06-21,29.15,29.15,99,B,False,-6.0
CELH,2023-07-21,19.91,19.91,94,B,False,-6.4
CELH,2023-08-21,-8.0,-15.55,99,A,False,-3.0
CELH,2023-09-20,-8.0,-15.68,99,C,False,-11.6
CELH,2023-10-19,-8.0,-8.11,99,C,False,-16.2
CELH,2024-02-21,56.82,56.82,82,C,False,-10.6
CELH,2024-04-22,-8.0,-31.98,99,C,False,-27.4
CELH,2024-05-21,-8.0,-56.98,99,A,False,-0.2
WING,2020-11-16,7.36,7.36,81,C,False,-19.8
WING,2020-12-16,-8.0,-4.05,75,C,True,-15.4
WING,2022-09-19,-8.0,13.9,75,C,False,-23.6
WING,2022-12-16,-8.0,19.75,99,C,False,-12.9
WING,2023-02-17,19.41,19.41,99,A,False,-2.1
WING,2023-03-21,3.99,3.99,99,A,False,0.0
WING,2023-04-20,-1.5,-1.5,99,A,False,0.0
WING,2023-06-21,-8.0,-8.37,99,C,False,-11.9
WING,2023-11-17,34.85,34.85,72,B,False,0.0
WING,2023-12-19,36.83,36.83,80,A,True,0.0
WING,2024-01-22,25.95,25.95,99,A,False,0.0
WING,2024-02-21,22.71,22.71,99,A,False,-4.4
WING,2024-03-21,19.25,19.25,97,B,False,-6.1
WING,2024-04-22,8.63,8.63,99,A,False,-4.3
WING,2024-06-21,-8.0,1.31,99,A,False,-3.3
WING,2024-07-23,-8.0,-4.27,94,C,False,-10.2
WING,2024-09-20,-8.0,-30.79,97,A,False,-2.0
WING,2024-10-21,-8.0,-21.62,77,C,False,-14.0
CVNA,2020-11-16,40.66,40.66,99,C,False,-11.8
CVNA,2021-01-19,-8.0,-4.5,99,B,False,-7.4
CVNA,2021-03-19,-8.0,9.32,99,C,False,-14.5
CVNA,2021-04-20,-8.0,23.88,99,C,False,-16.6
CVNA,2021-06-18,12.16,12.16,93,B,True,-6.5
CVNA,2021-07-20,-8.0,-11.19,90,A,False,0.0
CVNA,2021-11-16,-8.0,-53.91,75,C,False,-18.7
CVNA,2023-12-19,-8.0,46.67,99,A,False,0.0
CVNA,2024-02-21,132.85,132.85,99,C,False,-17.4
CVNA,2024-07-23,48.32,48.32,99,C,False,-11.0
CVNA,2024-09-20,28.26,28.26,99,A,False,0.0
CVNA,2024-10-21,26.96,26.96,99,A,False,-1.0
CVNA,2024-12-19,-8.0,-0.59,99,C,False,-14.5
CVNA,2025-01-23,-8.0,-3.33,99,B,False,-6.8
CVNA,2025-02-24,-8.0,41.02,99,C,False,-24.4
CVNA,2025-03-25,-8.0,42.45,99,C,False,-22.3
CVNA,2025-05-23,19.08,19.08,99,A,False,-0.5
CVNA,2025-06-25,18.7,18.7,99,B,False,-8.6
CVNA,2025-07-25,2.98,2.98,99,B,False,-7.1
CVNA,2025-08-25,-8.0,-14.43,99,B,False,-7.2
CVNA,2025-09-24,-8.0,16.69,99,A,False,-4.4
LLY,2021-10-18,3.72,3.72,73,C,False,-12.4
LLY,2021-12-16,-8.0,3.51,71,B,False,0.0
LLY,2022-03-18,1.47,1.47,77,B,False,0.0
LLY,2022-05-18,7.64,7.64,90,A,False,-5.0
LLY,2022-06-17,5.22,5.22,82,C,False,-10.1
LLY,2022-07-20,4.38,4.38,87,B,False,-2.9
LLY,2022-08-18,11.74,11.74,71,B,False,-4.2
LLY,2022-09-19,18.28,18.28,79,B,False,-7.7
LLY,2022-10-18,5.08,5.08,91,A,False,0.0
LLY,2022-11-16,-6.65,-6.65,84,B,False,-4.0
LLY,2022-12-16,-8.0,-7.7,81,B,False,-4.0
LLY,2023-01-19,-8.0,7.1,84,B,False,-6.3
LLY,2023-05-19,24.61,24.61,79,B,False,0.0
LLY,2023-06-21,26.02,26.02,74,B,False,-0.2
LLY,2023-08-21,7.77,7.77,99,A,False,0.0
LLY,2023-09-20,1.97,1.97,99,A,False,-4.9
LLY,2023-10-19,6.98,6.98,92,A,False,-4.2
LLY,2023-11-17,26.28,26.28,84,B,False,-4.3
LLY,2023-12-19,33.08,33.08,75,B,False,-6.2
LLY,2024-01-22,16.13,16.13,82,A,True,-1.9
LLY,2024-02-21,7.86,7.86,98,A,False,-4.6
LLY,2024-03-21,14.95,14.95,95,A,False,-2.8
LLY,2024-04-22,20.3,20.3,83,B,False,-7.7
LLY,2024-05-21,18.69,18.69,79,B,False,0.0
LLY,2024-06-21,-8.0,4.4,90,A,False,-0.9
LLY,2024-07-23,-8.0,3.31,85,B,False,-7.6
LLY,2024-08-21,-8.0,-23.22,74,B,False,0.0
VRTX,2022-04-19,-8.0,1.05,78,B,False,-2.9
VRTX,2022-05-18,16.62,16.62,77,C,False,-13.3
VRTX,2022-06-17,8.38,8.38,90,B,False,-9.6
VRTX,2022-07-20,5.14,5.14,90,A,True,-3.0
VRTX,2022-09-19,6.89,6.89,89,B,False,-6.7
VRTX,2022-10-18,2.59,2.59,99,A,False,-1.8
VRTX,2022-11-16,-3.86,-3.86,95,A,False,-2.8
VRTX,2022-12-16,-0.7,-0.7,85,B,False,-5.2
VRTX,2023-01-19,6.89,6.89,79,B,False,-4.2
REGN,2020-10-16,-8.0,-10.98,70,B,False,-8.9
REGN,2022-04-19,-8.0,-16.98,76,B,False,-3.1
REGN,2022-05-18,-8.0,-5.21,73,C,False,-10.8
REGN,2022-10-18,-0.99,-0.99,86,A,True,-4.0
REGN,2022-11-16,1.78,1.78,70,B,False,-3.2
REGN,2022-12-16,5.06,5.06,75,B,False,-5.6
REGN,2023-01-19,11.53,11.53,76,B,False,-6.6
REGN,2023-02-17,1.38,1.38,71,B,False,-4.4
ISRG,2023-04-20,13.2,13.2,70,C,False,-18.6
ISRG,2023-06-21,-8.0,-9.82,77,B,False,-5.3
ISRG,2023-07-21,-8.0,-18.78,74,B,False,-5.1
ISRG,2023-09-20,-8.0,14.99,72,C,False,-17.7
ISRG,2024-02-21,5.75,5.75,74,B,False,-2.8
ISRG,2024-10-21,17.31,17.31,79,B,False,-0.4
ISRG,2024-11-19,9.69,9.69,75,B,False,0.0
ISRG,2025-01-23,-8.0,-16.52,72,B,False,-0.3
ISRG,2025-02-24,-8.0,-8.71,70,B,False,-3.2
AMGN,2022-10-18,4.65,4.65,80,B,False,-1.0
AMGN,2022-11-16,-8.0,-14.49,85,B,False,-2.3
AMGN,2022-12-16,-8.0,-12.12,76,B,False,-7.9
TMO,2020-10-16,8.33,8.33,72,B,False,0.0
TMO,2020-11-16,-8.0,1.67,70,B,False,-8.8
DHR,2020-10-16,3.89,3.89,75,B,False,0.0
DHR,2020-11-16,3.46,3.46,71,B,False,-6.4
DHR,2021-09-17,-8.0,-1.79,70,B,False,-2.4
SPOT,2020-11-16,44.35,44.35,85,C,False,-15.7
SPOT,2020-12-16,-8.0,-14.57,99,B,False,-7.2
SPOT,2021-01-19,-8.0,-15.18,99,B,False,-9.4
SPOT,2021-02-18,-8.0,-37.92,99,A,False,-0.1
SPOT,2023-06-21,-8.0,3.1,99,C,False,-33.6
SPOT,2023-07-21,-8.0,-12.66,89,B,False,-4.5
SPOT,2023-10-19,37.14,37.14,82,C,False,-16.6
SPOT,2023-12-19,36.06,36.06,99,A,False,-4.3
SPOT,2024-01-22,32.37,32.37,97,A,False,0.0
SPOT,2024-02-21,24.42,24.42,99,A,False,-0.5
SPOT,2024-04-22,21.51,21.51,99,C,False,-12.3
SPOT,2024-06-21,-8.0,14.93,96,A,False,-2.7
SPOT,2024-07-23,15.47,15.47,94,A,False,0.0
SPOT,2024-08-21,34.96,34.96,99,A,False,-0.7
SPOT,2024-09-20,24.37,24.37,96,A,False,0.0
SPOT,2024-10-21,31.29,31.29,99,A,False,-0.5
SPOT,2024-11-19,29.7,29.7,99,A,False,-2.9
SPOT,2025-02-24,-8.0,8.68,99,B,False,-7.2
SPOT,2025-03-25,-8.0,19.55,99,B,False,-5.0
SPOT,2025-04-24,14.38,14.38,99,B,False,-6.5
SPOT,2025-05-23,6.27,6.27,99,A,False,-1.6
SPOT,2025-07-25,-8.0,-2.78,97,C,False,-10.7
